id,gameId,name,publisher,platforms,preorder,price0,edition_prices,edition_names,hasRusVoice,hasRusText,subscriptions,url,releaseDate,genre,pegi,content,isDemo,imageCount
6658,CUSA15657,"Figment","Bedtime Digital Games Aps","PS4",Нет,699,00 TL,"Figment - Game & Dynamic Theme Bundle: 94,90 TL; Figment: 699,00 TL","Figment - Game & Dynamic Theme Bundle; Figment",Нет,Да,"",https://store.playstation.com/en-tr/concept/233243,2019-05-13,"Adventure",PEGI_12,"Стандартное издание",—,14
6659,PPSA33076,"FILE 9","Cypress Inheritance LLC","PS5",Нет,2.799,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10016829,2026-06-17,"Adventure",PEGI_12,"Стандартное издание",—,18
6660,CUSA19514,"Fight of Animals","DIGITAL CRAFTER","PS4",Нет,549,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10000613,2020-09-23,"Arcade",PEGI_7,"Стандартное издание",—,17
6661,PPSA05979,"Figment 2: Creed Valley","Bedtime Digital Games Aps","PS5",Нет,875,00 TL,"Figment 2: Creed Valley: 875,00 TL; Figment 1 + Figment 2: 1.749,00 TL","Figment 2: Creed Valley; Figment 1 + Figment 2",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004222,2023-03-09,"Adventure",PEGI_7,"Стандартное издание",—,15
6662,CUSA17188,"Fifty Words by POWGI","Lightwood Games","PS4",Нет,343,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234857,2019-09-02,"Casual",PEGI_3,"Стандартное издание",—,5
6663,CUSA39299,"Fight of Steel: Infinity Warrior","DIGITAL CRAFTER","PS4",Нет,649,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10006831,2023-01-11,"Fighting",PEGI_12,"Стандартное издание",—,17
6664,CUSA14594,"FIA European Truck Racing Championship","NACON SA","PS4",Нет,699,00 TL,"","",Нет,Да,"PS Plus Extra",https://store.playstation.com/en-tr/concept/233081,2019-07-31,"Driving/Racing",PEGI_3,"Стандартное издание",—,10
6665,CUSA19285,"Fight of Gods","DIGITAL CRAFTER","PS4",Нет,687,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10000389,2020-07-15,"Fighting",PEGI_12,"Стандартное издание",—,10
6666,PPSA35071,"File Destined","Dolores Entertainment S.L.","PS5",Нет,429,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10017986,2026-03-26,"Horror",PEGI_18,"Стандартное издание",—,16
6667,CUSA12207,"Fill-a-Pix: Phil's Epic Adventure","Lightwood Games","PS4",Нет,343,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/232226,2018-07-23,"Brain Training",PEGI_3,"Стандартное издание",—,8
6668,PPSA16013,"Feverdream: Rainbow Chaser","Tangent Universe Ltd","PS5",Нет,Free,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008208,2025-09-09,"Shooter",PEGI_7,"Стандартное издание",—,17
6669,CUSA40199,"fig.","Take IT Studio! Sp. z o.o.","PS4",Нет,36,75 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10006964,2023-03-20,"Arcade",PEGI_7,"Стандартное издание",—,9
6670,PPSA28396,"Fight Club World - Fighting Game","Gaming Limited","PS5",Нет,1.299,00 TL,"Fight Club World - Fighting Game: 1.299,00 TL; Fight Club World - Fighting Game: 1.299,00 TL","Fight Club World - Fighting Game; Fight Club World - Fighting Game",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014136,2025-04-02,"Fighting",PEGI_12,"Стандартное издание",—,11
6671,CUSA32961,"Fights in Tight Spaces","Good Games Group, Inc.","PS4",Нет,1.079,00 TL,"Fights in Tight Spaces: 1.079,00 TL; Complete Edition: 1.299,00 TL","Fights in Tight Spaces; Complete Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004694,2023-05-24,"Fighting",PEGI_16,"Стандартное издание",—,16
6672,CUSA24974,"Fight","Sabec Limited","PS4",Нет,69,80 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10001659,2020-11-11,"Fighting",PEGI_16,"Стандартное издание",—,15
6673,CUSA13404,"Fimbul","EUROVIDEO MEDIEN GMBH","PS4",Нет,649,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/232697,2019-02-27,"Action",PEGI_16,"Стандартное издание",—,10
6674,CUSA39286,"Filthy Animals | Heist Simulator","Green Man Gaming Publishing","PS4",Нет,699,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10006314,2023-05-11,"Casual",PEGI_7,"Стандартное издание",—,13
6675,CUSA33826,"FINAL FANTASY III","Square Enix LTD","PS4",Нет,629,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002341,2023-04-19,"Role Playing Games",PEGI_7,"Стандартное издание",—,13
6676,CUSA33822,"FINAL FANTASY II","Square Enix LTD","PS4",Нет,419,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002340,2023-04-19,"Role Playing Games",PEGI_7,"Стандартное издание",—,13
6677,CUSA19583,"Final Assault","PHASER LOCK INTERACTIVE","PS4",Нет,429,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234711,2020-11-04,"Action",PEGI_12,"Стандартное издание",—,15
6678,PPSA25576,"Find Room 96","Surprised Hotdog Limited","PS5",Нет,104,25 TL,"Find Room 96: 104,25 TL; Find Room 96: 128,25 TL","Find Room 96; Find Room 96",Нет,Да,"",https://store.playstation.com/en-tr/concept/10012223,2025-01-21,"Puzzle",PEGI_3,"Стандартное издание",—,12
6679,CUSA46182,"Find Me","LEARNDISTRICT INC","PS4",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004191,2023-12-10,"Adventure",PEGI_7,"Стандартное издание",—,13
6680,CUSA57134,"Finger Punch","Sabec Limited","PS4",Нет,387,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10017282,2025-11-26,"Arcade",PEGI_16,"Стандартное издание",—,14
6681,PPSA07058,"Final Vendetta","NUMSKULL GAMES LTD","PS4, PS5",Нет,1.079,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004778,2022-06-16,"Fighting",PEGI_12,"Стандартное издание",—,12
6682,PPSA07780,"FINAL SWORD","HUP GAMES Inc.","PS5",Нет,595,00 TL,"Standard Edition: 595,00 TL; Standard Edition: 595,00 TL","Standard Edition; Standard Edition",Нет,Да,"",https://store.playstation.com/en-tr/concept/10003565,2022-05-19,"Role Playing Games",PEGI_12,"Стандартное издание",—,12
6683,PPSA19605,"Final Shot","ESDigital Games LTD","PS4, PS5",Нет,257,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10009517,2024-02-22,"Action",PEGI_16,"Стандартное издание",—,13
6684,CUSA33830,"FINAL FANTASY IV","Square Enix LTD","PS4",Нет,629,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002342,2023-04-19,"Role Playing Games",PEGI_7,"Стандартное издание",—,13
6685,PPSA26090,"Final Zone PS4® & PS5®","Ratalaika Games SL","PS4, PS5",Нет,257,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10012596,2025-05-08,"Action",PEGI_12,"Стандартное издание",—,13
6686,CUSA33834,"FINAL FANTASY V","Square Enix LTD","PS4",Нет,629,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002343,2023-04-19,"Role Playing Games",PEGI_7,"Стандартное издание",—,13
6687,PPSA19863,"Find Love Or Die Trying PS4® & PS5®","Ratalaika Games SL","PS4, PS5",Нет,455,00 TL,"Find Love Or Die Trying PS4® & PS5®: 455,00 TL; Find Love Or Die Trying PS4® & PS5®: 455,00 TL","Find Love Or Die Trying PS4® & PS5®; Find Love Or Die Trying PS4® & PS5®",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009695,2024-11-21,"Adventure",PEGI_16,"Стандартное издание",—,13
6688,PPSA21783,"FINAL FANTASY TACTICS - The Ivalice Chronicles [PS4 & PS5]","SQUARE ENIX CO., LTD.","PS4, PS5",Нет,2.579,00 TL,"Standard Edition: 2.579,00 TL; Deluxe Edition: 2.999,00 TL","Standard Edition; Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008527,2025-09-29,"Strategy",PEGI_12,"Full Game; Weapon: Akademy Blade; Headwear: Akademy Beret; Combat Garb: Akademy Tunic; Accessory: Ring of Aptitude; Consumable Items: Phoenix Down x10; Black Equipment for Ramza; Red Equipment for Ramza",—,13
6689,PPSA08303,"Finding the Soul Orb PS4 & PS5","eastasiasoft","PS4, PS5",Нет,244,65 TL,"Indie Essentials - Walking Simulators PS4 & PS5: 244,65 TL; Finding the Soul Orb PS4 & PS5: 300,00 TL","Indie Essentials - Walking Simulators PS4 & PS5; Finding the Soul Orb PS4 & PS5",Нет,Да,"",https://store.playstation.com/en-tr/concept/10005348,2022-11-22,"Adventure",PEGI_12,"Стандартное издание",—,17
6690,PPSA30846,"Find Sort Match","APPWILL COMPANY LTD","PS5",Нет,549,00 TL,"Find Sort Match: 549,00 TL; Find Sort Match: 549,00 TL","Find Sort Match; Find Sort Match",Нет,Да,"",https://store.playstation.com/en-tr/concept/10015552,2025-08-28,"Puzzle",PEGI_3,"Стандартное издание",—,13
6691,CUSA00464,"Final Horizon","Eiconic","PS4",Нет,515,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/201550,2014-12-02,"Strategy",PEGI_7,"Стандартное издание",—,11
6692,PPSA36602,"Find My Frogs","SILESIA GAMES SP. Z O.O.","PS5",Нет,119,70 TL,"Find My Frogs: 119,70 TL; Find My Frogs: 119,70 TL","Find My Frogs; Find My Frogs",Нет,Да,"",https://store.playstation.com/en-tr/concept/10018914,2026-04-15,"Puzzle",PEGI_3,"Стандартное издание",—,16
6693,PPSA30511,"Finding Paradise","Serenity Forge","PS5",Нет,429,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10015371,2025-10-08,"Adventure",PEGI_7,"Стандартное издание",—,15
6694,CUSA55562,"Final Frontier Story","KAIROSOFT CO.,LTD","PS4",Нет,549,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10015889,2026-04-01,"Shooter",PEGI_7,"Стандартное издание",—,13
6695,PPSA28832,"Fireball 2","Radiangames, Inc.","PS5",Нет,245,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014335,2025-05-06,"Arcade",PEGI_3,"Стандартное издание",—,13
6696,CUSA17862,"Firefighters: Airport Heroes","Iridium Media Group GmbH","PS4",Нет,1.299,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/235140,2020-06-24,"Simulation",PEGI_3,"Стандартное издание",—,12
6697,PPSA18588,"Finis","JANDUSOFT S.L.","PS4, PS5",Нет,472,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009232,2023-10-26,"Action",PEGI_7,"Стандартное издание",—,13
6698,PPSA05856,"Firegirl: Hack 'n Splash Rescue DX","Thunderful Publishing AB","PS5",Нет,629,00 TL,"Firegirl: Hack 'n Splash Rescue DX: 629,00 TL; Firegirl: Hack 'n Splash Rescue DX: 629,00 TL","Firegirl: Hack 'n Splash Rescue DX; Firegirl: Hack 'n Splash Rescue DX",Нет,Да,"",https://store.playstation.com/en-tr/concept/10004162,2022-06-22,"Action",PEGI_7,"Стандартное издание",—,16
6699,CUSA09025,"Firefighters: Airport Fire Department","Iridium Media Group GmbH","PS4",Нет,1.079,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/228684,2017-09-28,"Simulation",PEGI_3,"Стандартное издание",—,12
6700,PPSA33962,"Fire jump","Fabrizio Ballante trading as Colosseum Studio","PS5",Нет,64,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10017308,2025-12-11,"Casual",PEGI_12,"Стандартное издание",—,8
6701,PPSA17306,"Firefight!","Megalithic Mainframe, L.L.C.","PS5",Нет,279,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10007364,2023-08-29,"Action",PEGI_7,"Стандартное издание",—,12
6702,CUSA12781,"Fist of the North Star: Lost Paradise","SEGA EUROPE LTD","PS4",Нет,699,00 TL,"Fist of the North Star: Lost Paradise – Demo: Free; Fist of the North Star: Lost Paradise: 699,00 TL","Fist of the North Star: Lost Paradise – Demo; Fist of the North Star: Lost Paradise",Нет,Нет,"",https://store.playstation.com/en-tr/concept/229801,2018-10-02,"Action",PEGI_18,"Стандартное издание",—,7
6703,CUSA14615,"Fishing: Barents Sea Complete Edition","astragon Entertainment GmbH","PS4",Нет,529,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/233224,2019-12-12,"Simulation",PEGI_7,"Стандартное издание",—,11
6704,PPSA03969,"F.I.S.T.: Forged In Shadow Torch","Astrolabe Games","PS4, PS5",Нет,649,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002960,2021-09-06,"Action",PEGI_12,"Стандартное издание",—,12
6705,CUSA01841,"Flame Over","Laughing Jackal Ltd.","PS4",Нет,472,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/201522,2015-09-16,"Action",PEGI_7,"Стандартное издание",—,11
6706,CUSA36040,"Fivies","Mike Toth trading as Toth Games","PS4",Нет,75,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10005488,2022-10-07,"Casual",PEGI_3,"Стандартное издание",—,8
6707,CUSA44511,"Flaskoman","DESERT WATER GAMES LLC","PS4",Нет,139,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10008932,2024-04-12,"Adventure",PEGI_3,"Стандартное издание",—,11
6708,CUSA13390,"Flashback","Microids","PS4",Нет,69,80 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/232760,2018-11-19,"Action",PEGI_12,"Стандартное издание",—,10
6709,PPSA07031,"Flat Kingdom Paper's Cut Edition PS4 & PS5","Ratalaika Games SL","PS4, PS5",Нет,343,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004770,2022-03-31,"Adventure",PEGI_7,"Стандартное издание",—,13
6710,PPSA19549,"First Time In Hawaii Collector's Edition","OCEAN MEDIA LLC","PS5",Нет,21,45 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009576,2023-11-27,"Adventure",PEGI_3,"Стандартное издание",—,10
6711,CUSA23047,"Flat Heroes","Parallel Circles Ltd","PS4",Нет,429,00 TL,"Flat Heroes: 429,00 TL; Flat Heroes Demo: Free","Flat Heroes; Flat Heroes Demo",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000017,2020-01-13,"Action",PEGI_3,"Стандартное издание",—,8
6712,CUSA23960,"Fishing Sim World: Bass Pro Shops Edition","Dovetail Games","PS4",Нет,349,80 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001074,2020-11-03,"Simulation",PEGI_3,"Стандартное издание",—,14
6713,PPSA36984,"Flee The Fallen","OCEAN MEDIA LLC","PS5",Нет,255,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10019105,2026-04-08,"Action",PEGI_16,"Стандартное издание",—,11
6714,PPSA29461,"Flame Keeper","Untold Tales S.A.","PS5",Нет,515,00 TL,"Flame Keeper: 515,00 TL; Avatar Edition: 601,00 TL","Flame Keeper; Avatar Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014792,2025-07-24,"Arcade",PEGI_7,"Flame Keeper!; 5 PlayStation Account Avatars!",—,15
6715,PPSA02561,"First Class Trouble","INVISIBLE WALLS","PS4, PS5",Нет,1.259,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002089,2021-11-02,"Party",PEGI_18,"Стандартное издание",—,11
6716,CUSA25878,"Flatland: Prologue","QUBYTE","PS4",Нет,85,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10002020,2021-01-28,"Arcade",PEGI_3,"Стандартное издание",—,11
6717,CUSA07804,"Fire Pro Wrestling World","Spike Chunsoft, Inc.","PS4",Нет,1.749,00 TL,"Fire Pro Wrestling World - Deluxe Edition: 3.149,00 TL; Fire Pro Wrestling World: 1.749,00 TL","Fire Pro Wrestling World - Deluxe Edition; Fire Pro Wrestling World",Нет,Нет,"",https://store.playstation.com/en-tr/concept/227752,2018-09-27,"Sport",PEGI_12,"Стандартное издание",—,12
6718,PPSA24392,"Flappy Eros","SilenGames","PS5",Нет,42,00 TL,"Flappy Eros: 42,00 TL; Flappy Eros: 42,00 TL","Flappy Eros; Flappy Eros",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009457,2025-06-05,"Arcade",PEGI_3,"Стандартное издание",—,7
6719,CUSA24411,"Flatland Vol. 2","QUBYTE","PS4",Нет,171,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10001386,2021-07-02,"Adventure",PEGI_7,"Стандартное издание",—,13
6720,PPSA14068,"First Time In Paris - Collector's Edition","OCEAN MEDIA LLC","PS5",Нет,32,45 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10007496,2023-03-17,"Adventure",PEGI_3,"Стандартное издание",—,11
6721,PPSA21469,"Fishbowl","imissmyfriends.studio","PS5",Нет,429,00 TL,"Fishbowl: 429,00 TL; Fishbowl: Free","Fishbowl; Fishbowl",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009812,2026-03-30,"Role Playing Games",PEGI_7,"Стандартное издание",—,16
6722,CUSA34054,"Flewfie's Adventure","Valorware LTD","PS4",Нет,193,50 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10003995,2022-05-31,"Adventure",PEGI_3,"Стандартное издание",—,14
6723,PPSA15523,"Flightpath: Adventures in Venaris PS4 & PS5","eastasiasoft","PS4, PS5",Нет,139,60 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008036,2024-04-02,"Shooter",PEGI_7,"Стандартное издание",—,17
6724,CUSA06758,"Flight of Light","Crystalline Green Ltd.","PS4",Нет,387,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/225165,2018-04-06,"Music/Rhythm",PEGI_3,"Стандартное издание",—,12
6725,CUSA18738,"Flatland Vol.1","QUBYTE","PS4",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10000387,2020-11-17,"Arcade",PEGI_3,"Стандартное издание",—,12
6726,CUSA07566,"Flinthook","Tribute Games","PS4",Нет,580,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/227119,2017-04-17,"Action",PEGI_7,"Стандартное издание",—,10
6727,PPSA32855,"FlipCat","FaGames Studio","PS5",Нет,215,00 TL,"FlipCat: 215,00 TL; FlipCat: 215,00 TL","FlipCat; FlipCat",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10016708,2026-04-02,"Adventure",PEGI_3,"Стандартное издание",—,13
6728,PPSA04798,"Flowers by POWGI PS4 & PS5","Lightwood Games","PS4, PS5",Нет,343,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10003556,2021-10-25,"Brain Training",PEGI_3,"Стандартное издание",—,10
6729,PPSA35922,"Flying Candy","SilenGames","PS4, PS5",Нет,215,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10018519,2026-03-15,"Arcade",PEGI_3,"Стандартное издание",—,14
6730,CUSA20588,"Flying Soldiers","Wild Sphere S.L.","PS4",Нет,529,00 TL,"Flying Soldiers (Game + Avatar Pack): 52,50 TL; Flying Soldiers: 529,00 TL","Flying Soldiers (Game + Avatar Pack); Flying Soldiers",Нет,Да,"",https://store.playstation.com/en-tr/concept/10001222,2020-09-17,"Family",PEGI_7,"Стандартное издание",—,17
6731,PPSA26248,"Fly Corp","Klabater","PS4, PS5",Нет,262,50 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10012713,2024-11-29,"Strategy",PEGI_3,"Стандартное издание",—,16
6732,PPSA15397,"Fluffy Milo PS4 & PS5","eastasiasoft","PS4, PS5",Нет,215,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10007981,2023-08-08,"Family",PEGI_3,"Стандартное издание",—,17
6733,PPSA07084,"Flower Shop: Summer In Fairbrook PS4 & PS5","Ratalaika Games SL","PS4, PS5",Нет,349,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004801,2022-04-14,"Adventure",PEGI_12,"Стандартное издание",—,13
6734,CUSA17190,"Flutter Bombs","Earthborn Interactive, LLC","PS4",Нет,429,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234548,2020-09-09,"Action",PEGI_7,"Стандартное издание",—,10
6735,CUSA16134,"Flowers Are Dead","HALCYON Palace LTD","PS4",Нет,839,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234381,2020-02-26,"Adventure",PEGI_16,"Стандартное издание",—,10
6736,PPSA36356,"Floor 9","Dolores Entertainment S.L.","PS5",Нет,257,00 TL,"Floor 9: 257,00 TL; Floor 9: 257,00 TL","Floor 9; Floor 9",Нет,Да,"",https://store.playstation.com/en-tr/concept/10018781,2026-04-23,"Horror",PEGI_7,"Стандартное издание",—,14
6737,CUSA01085,"FLUSTER CLUCK™","LOOT Interactive","PS4",Нет,387,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/201501,2014-10-22,"Action",PEGI_7,"Стандартное издание",—,11
6738,CUSA09872,"Flynn and Freckles","Rookie Hero Games S.L.","PS4",Нет,429,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/229947,2018-04-03,"Action",PEGI_7,"Стандартное издание",—,10
6739,PPSA20201,"Flower Shop: Winter In Fairbrook PS4® & PS5®","Ratalaika Games SL","PS4, PS5",Нет,171,60 TL,"Flower Shop: Winter In Fairbrook PS4® & PS5®: 171,60 TL; Flower Shop: The Complete Story: 649,00 TL","Flower Shop: Winter In Fairbrook PS4® & PS5®; Flower Shop: The Complete Story",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10009821,2024-03-21,"Adventure",PEGI_12,"Стандартное издание",—,13
6740,PPSA28516,"Flying Sushi","SMOBILE INC","PS5",Нет,300,00 TL,"Flying Sushi: 300,00 TL; Flying Sushi: 300,00 TL","Flying Sushi; Flying Sushi",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014185,2025-03-27,"Arcade",PEGI_3,"Стандартное издание",—,12
6741,CUSA31750,"Fluffy Cubed","QUBYTE","PS4",Нет,139,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004278,2022-02-16,"Puzzle",PEGI_3,"Стандартное издание",—,14
6742,PPSA33780,"FLOCKOUT","4 GLADIATORS","PS5",Нет,Free,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10017204,2025-10-15,"Arcade",PEGI_3,"Стандартное издание",—,14
6743,PPSA16583,"Flock","Annapurna Interactive","PS4, PS5",Нет,699,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008437,2024-07-16,"Adventure",PEGI_3,"Стандартное издание",—,11
6744,CUSA10799,"Flipping Death","ZOINK AB","PS4",Нет,699,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/231920,2018-08-06,"Puzzle",PEGI_12,"Стандартное издание",—,8
6745,CUSA27767,"Flynn: Son of Crimson","Good Games Group, Inc.","PS4",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10002804,2021-09-15,"Adventure",PEGI_7,"Стандартное издание",—,16
6746,PPSA24276,"Fly Punch Boom!","Gabriele Libera trading as Jollypunch Games","PS5",Нет,525,00 TL,"Fly Punch Boom!: 525,00 TL; Fly Punch Boom!: 525,00 TL","Fly Punch Boom!; Fly Punch Boom!",Нет,Да,"",https://store.playstation.com/en-tr/concept/10011523,2025-02-06,"Fighting",PEGI_7,"Стандартное издание",—,11
6747,PPSA18731,"FOAMSTARS","Square Enix LTD","PS4, PS5",Нет,Free,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10004021,2024-02-06,"Shooter",PEGI_12,"Стандартное издание",—,10
6748,PPSA17938,"Fly the Plane","Klovako s. r. o.","PS5",Нет,64,00 TL,"Fly the Plane: 64,00 TL; Fly the Plane: 64,00 TL","Fly the Plane; Fly the Plane",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10008993,2023-08-24,"Arcade",PEGI_3,"Стандартное издание",—,6
6749,CUSA00854,"Flockers","Team 17 Digital LTD","PS4",Нет,85,80 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/201507,2014-09-18,"Puzzle",PEGI_16,"Стандартное издание",—,11
6750,CUSA13959,"Forager","Good Games Group, Inc.","PS4",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/232939,2019-07-29,"Adventure",PEGI_3,"Стандартное издание",—,12
6751,CUSA25044,"Foregone","Big Blue Bubble","PS4",Нет,849,00 TL,"","",Нет,Да,"",https://store.playstation.com/en-tr/concept/10000926,2020-10-13,"Adventure",PEGI_12,"Стандартное издание",—,16
6752,PPSA29330,"Football Quiz","Fabrizio Ballante trading as Colosseum Studio","PS5",Нет,42,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014712,2025-04-14,"Quiz",PEGI_3,"Стандартное издание",—,9
6753,CUSA51876,"Football 26 League Superstar","GOOSE GAME LTD","PS4",Нет,389,40 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10013041,2026-02-04,"Action",PEGI_3,"Стандартное издание",—,17
6754,CUSA19587,"Follia - Dear Father","REAL GAME MACHINE","PS4",Нет,1.419,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/234012,2020-12-15,"Horror",PEGI_18,"Стандартное издание",—,15
6755,PPSA29174,"Football, Tactics & Glory – Treble Deluxe Edition","Markt+Technik Verlag GmbH","PS5",Нет,1.499,00 TL,"Football, Tactics & Glory – Treble Deluxe Edition: 1.499,00 TL; Football, Tactics & Glory – Treble Deluxe Edition: 1.499,00 TL","Football, Tactics & Glory – Treble Deluxe Edition; Football, Tactics & Glory – Treble Deluxe Edition",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10014618,2025-11-19,"Sport",PEGI_3,"Стандартное издание",—,18
6756,PPSA15356,"Food Boy","Alchemy Games","PS5",Нет,515,00 TL,"Food Boy: 515,00 TL; Food Boy: 515,00 TL","Food Boy; Food Boy",Нет,Да,"",https://store.playstation.com/en-tr/concept/10007747,2024-09-23,"Arcade",PEGI_7,"Стандартное издание",—,12
6757,PPSA13530,"Food Truck Tycoon","Baltoro Games Sp.z o.o.","PS5",Нет,257,00 TL,"Food Truck Tycoon: 257,00 TL; Food Truck Tycoon: 257,00 TL","Food Truck Tycoon; Food Truck Tycoon",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10006834,2023-08-10,"Puzzle",PEGI_3,"Стандартное издание",—,12
6758,CUSA09874,"Football Nation VR Tournament 2018","Cherry Pop Games Limited","PS4",Нет,259,00 TL,"SUPER SPORTS BAR & FOOTBALL VR BUNDLE: 580,00 TL; Football Nation VR Tournament 2018: Free","SUPER SPORTS BAR & FOOTBALL VR BUNDLE; Football Nation VR Tournament 2018",Нет,Нет,"",https://store.playstation.com/en-tr/concept/229841,2018-06-06,"Casual",PEGI_3,"Стандартное издание",—,7
6759,PPSA37932,"Football Kick-ups","SUPER POWERUP GAMES, SOCIEDAD LIMITADA","PS5",Нет,300,00 TL,"","",Нет,Нет,"",https://store.playstation.com/en-tr/concept/10019682,2026-06-25,"Sport",PEGI_3,"Стандартное издание",—,18
